path,label
../Processed_Dataset/measurements/1024_64_128/6.csv,1
../Processed_Dataset/measurements/1024_64_128/10.csv,0
../Processed_Dataset/measurements/1024_64_128/13.csv,1
../Processed_Dataset/measurements/1024_64_128/18.csv,1
../Processed_Dataset/measurements/1024_64_128/20.csv,0
../Processed_Dataset/measurements/1024_64_128/22.csv,1
../Processed_Dataset/measurements/1024_64_128/24.csv,0
../Processed_Dataset/measurements/1024_64_128/25.csv,0
../Processed_Dataset/measurements/1024_64_128/26.csv,0
../Processed_Dataset/measurements/1024_64_128/40.csv,0
../Processed_Dataset/measurements/1024_64_128/43.csv,1
../Processed_Dataset/measurements/1024_64_128/46.csv,1
../Processed_Dataset/measurements/1024_64_128/50.csv,1
../Processed_Dataset/measurements/1024_64_128/60.csv,1
../Processed_Dataset/measurements/1024_64_128/61.csv,1
../Processed_Dataset/measurements/1024_64_128/65.csv,0
../Processed_Dataset/measurements/1024_64_128/66.csv,1
../Processed_Dataset/measurements/1024_64_128/70.csv,1
../Processed_Dataset/measurements/1024_64_128/96.csv,1
../Processed_Dataset/measurements/1024_64_128/97.csv,0
../Processed_Dataset/measurements/1024_64_128/104.csv,1
../Processed_Dataset/measurements/1024_64_128/106.csv,0
../Processed_Dataset/measurements/1024_64_128/112.csv,1
../Processed_Dataset/measurements/1024_64_128/114.csv,1
../Processed_Dataset/measurements/1024_64_128/119.csv,1
../Processed_Dataset/measurements/1024_64_128/136.csv,1
../Processed_Dataset/measurements/1024_64_128/153.csv,1
../Processed_Dataset/measurements/1024_64_128/161.csv,1
../Processed_Dataset/measurements/1024_64_128/171.csv,0
../Processed_Dataset/measurements/1024_64_128/174.csv,1
../Processed_Dataset/measurements/1024_64_128/176.csv,1
../Processed_Dataset/measurements/1024_64_128/185.csv,1
../Processed_Dataset/measurements/1024_64_128/186.csv,1
../Processed_Dataset/measurements/1024_64_128/191.csv,0
../Processed_Dataset/measurements/1024_64_128/195.csv,1
../Processed_Dataset/measurements/1024_64_128/202.csv,1
../Processed_Dataset/measurements/1024_64_128/214.csv,1
../Processed_Dataset/measurements/1024_64_128/216.csv,0
../Processed_Dataset/measurements/1024_64_128/231.csv,0
../Processed_Dataset/measurements/1024_64_128/239.csv,0
../Processed_Dataset/measurements/1024_64_128/241.csv,0
../Processed_Dataset/measurements/1024_64_128/242.csv,0
../Processed_Dataset/measurements/1024_64_128/246.csv,1
../Processed_Dataset/measurements/1024_64_128/255.csv,1
../Processed_Dataset/measurements/1024_64_128/264.csv,0
../Processed_Dataset/measurements/1024_64_128/267.csv,0
../Processed_Dataset/measurements/1024_64_128/276.csv,1
../Processed_Dataset/measurements/1024_64_128/286.csv,0
../Processed_Dataset/measurements/1024_64_128/295.csv,0
../Processed_Dataset/measurements/1024_64_128/316.csv,1
../Processed_Dataset/measurements/1024_64_128/317.csv,0
../Processed_Dataset/measurements/1024_64_128/318.csv,0
../Processed_Dataset/measurements/1024_64_128/330.csv,0
