path,label
../Processed_Dataset/measurements/1024_64_128/11.csv,0
../Processed_Dataset/measurements/1024_64_128/45.csv,0
../Processed_Dataset/measurements/1024_64_128/53.csv,1
../Processed_Dataset/measurements/1024_64_128/56.csv,0
../Processed_Dataset/measurements/1024_64_128/61.csv,1
../Processed_Dataset/measurements/1024_64_128/71.csv,1
../Processed_Dataset/measurements/1024_64_128/74.csv,1
../Processed_Dataset/measurements/1024_64_128/75.csv,1
../Processed_Dataset/measurements/1024_64_128/78.csv,1
../Processed_Dataset/measurements/1024_64_128/98.csv,0
../Processed_Dataset/measurements/1024_64_128/101.csv,1
../Processed_Dataset/measurements/1024_64_128/102.csv,1
../Processed_Dataset/measurements/1024_64_128/109.csv,1
../Processed_Dataset/measurements/1024_64_128/116.csv,1
../Processed_Dataset/measurements/1024_64_128/125.csv,1
../Processed_Dataset/measurements/1024_64_128/131.csv,1
../Processed_Dataset/measurements/1024_64_128/153.csv,1
../Processed_Dataset/measurements/1024_64_128/165.csv,1
../Processed_Dataset/measurements/1024_64_128/181.csv,1
../Processed_Dataset/measurements/1024_64_128/197.csv,1
../Processed_Dataset/measurements/1024_64_128/204.csv,1
../Processed_Dataset/measurements/1024_64_128/221.csv,1
../Processed_Dataset/measurements/1024_64_128/226.csv,0
../Processed_Dataset/measurements/1024_64_128/239.csv,0
../Processed_Dataset/measurements/1024_64_128/240.csv,0
../Processed_Dataset/measurements/1024_64_128/263.csv,0
../Processed_Dataset/measurements/1024_64_128/285.csv,0
../Processed_Dataset/measurements/1024_64_128/297.csv,1
../Processed_Dataset/measurements/1024_64_128/324.csv,1
../Processed_Dataset/measurements/1024_64_128/328.csv,1
../Processed_Dataset/measurements/1024_64_128/332.csv,1
../Processed_Dataset/measurements/1024_64_128/342.csv,0
../Processed_Dataset/measurements/1024_64_128/346.csv,1
../Processed_Dataset/measurements/1024_64_128/348.csv,1
../Processed_Dataset/measurements/1024_64_128/352.csv,0
../Processed_Dataset/measurements/1024_64_128/364.csv,0
../Processed_Dataset/measurements/1024_64_128/377.csv,0
../Processed_Dataset/measurements/1024_64_128/384.csv,1
../Processed_Dataset/measurements/1024_64_128/387.csv,0
../Processed_Dataset/measurements/1024_64_128/391.csv,1
../Processed_Dataset/measurements/1024_64_128/412.csv,1
../Processed_Dataset/measurements/1024_64_128/421.csv,1
../Processed_Dataset/measurements/1024_64_128/425.csv,1
../Processed_Dataset/measurements/1024_64_128/441.csv,1
../Processed_Dataset/measurements/1024_64_128/452.csv,1
../Processed_Dataset/measurements/1024_64_128/472.csv,1
../Processed_Dataset/measurements/1024_64_128/475.csv,1
../Processed_Dataset/measurements/1024_64_128/476.csv,1
../Processed_Dataset/measurements/1024_64_128/477.csv,1
../Processed_Dataset/measurements/1024_64_128/502.csv,1
../Processed_Dataset/measurements/1024_64_128/509.csv,1
../Processed_Dataset/measurements/1024_64_128/510.csv,0
../Processed_Dataset/measurements/1024_64_128/511.csv,1
../Processed_Dataset/measurements/1024_64_128/515.csv,1
../Processed_Dataset/measurements/1024_64_128/525.csv,0
../Processed_Dataset/measurements/1024_64_128/537.csv,0
../Processed_Dataset/measurements/1024_64_128/541.csv,0
../Processed_Dataset/measurements/1024_64_128/544.csv,1
../Processed_Dataset/measurements/1024_64_128/552.csv,1
../Processed_Dataset/measurements/1024_64_128/556.csv,1
../Processed_Dataset/measurements/1024_64_128/566.csv,1
../Processed_Dataset/measurements/1024_64_128/582.csv,1
../Processed_Dataset/measurements/1024_64_128/588.csv,0
../Processed_Dataset/measurements/1024_64_128/605.csv,1
../Processed_Dataset/measurements/1024_64_128/626.csv,1
../Processed_Dataset/measurements/1024_64_128/633.csv,0
../Processed_Dataset/measurements/1024_64_128/637.csv,0
../Processed_Dataset/measurements/1024_64_128/649.csv,1
../Processed_Dataset/measurements/1024_64_128/657.csv,0
../Processed_Dataset/measurements/1024_64_128/668.csv,1
../Processed_Dataset/measurements/1024_64_128/674.csv,1
../Processed_Dataset/measurements/1024_64_128/678.csv,1
../Processed_Dataset/measurements/1024_64_128/682.csv,0
../Processed_Dataset/measurements/1024_64_128/687.csv,0
../Processed_Dataset/measurements/1024_64_128/708.csv,1
../Processed_Dataset/measurements/1024_64_128/711.csv,1
../Processed_Dataset/measurements/1024_64_128/712.csv,1
../Processed_Dataset/measurements/1024_64_128/714.csv,1
../Processed_Dataset/measurements/1024_64_128/717.csv,0
../Processed_Dataset/measurements/1024_64_128/720.csv,1
../Processed_Dataset/measurements/1024_64_128/726.csv,0
../Processed_Dataset/measurements/1024_64_128/729.csv,1
../Processed_Dataset/measurements/1024_64_128/737.csv,0
../Processed_Dataset/measurements/1024_64_128/740.csv,0
../Processed_Dataset/measurements/1024_64_128/744.csv,1
../Processed_Dataset/measurements/1024_64_128/746.csv,0
../Processed_Dataset/measurements/1024_64_128/750.csv,1
../Processed_Dataset/measurements/1024_64_128/753.csv,0
../Processed_Dataset/measurements/1024_64_128/755.csv,0
../Processed_Dataset/measurements/1024_64_128/758.csv,1
../Processed_Dataset/measurements/1024_64_128/764.csv,1
../Processed_Dataset/measurements/1024_64_128/765.csv,0
../Processed_Dataset/measurements/1024_64_128/772.csv,1
../Processed_Dataset/measurements/1024_64_128/777.csv,1
../Processed_Dataset/measurements/1024_64_128/799.csv,1
../Processed_Dataset/measurements/1024_64_128/815.csv,1
../Processed_Dataset/measurements/1024_64_128/824.csv,0
../Processed_Dataset/measurements/1024_64_128/826.csv,1
../Processed_Dataset/measurements/1024_64_128/847.csv,1
../Processed_Dataset/measurements/1024_64_128/852.csv,1
../Processed_Dataset/measurements/1024_64_128/857.csv,1
../Processed_Dataset/measurements/1024_64_128/860.csv,1
../Processed_Dataset/measurements/1024_64_128/875.csv,1
../Processed_Dataset/measurements/1024_64_128/880.csv,1
../Processed_Dataset/measurements/1024_64_128/885.csv,0
../Processed_Dataset/measurements/1024_64_128/886.csv,1
../Processed_Dataset/measurements/1024_64_128/890.csv,0
../Processed_Dataset/measurements/1024_64_128/891.csv,0
